Display Time,Image Filename,Interval (s),Parent Folder
16:33:32,036_1_0009.png,0,images
16:33:32,003_1_0085.png,0,images
16:33:32,026_1_0005_1_j.png,0,images
16:33:32,020_1_0002_1_j.png,0,images
16:33:33,028_0063.png,0,images
16:33:33,026_1_0048_1_j.png,0,images
16:33:33,028_1_0016_1_j.png,0,images
16:33:33,003_1_0071.png,0,images
16:33:33,014_0017.png,0,images
16:33:33,035_1_0004_1_j.png,0,images
16:33:33,054_1_0056_1_j.png,0,images
16:33:33,007_0073.png,0,images
16:33:33,039_0009_j.png,0,images
16:33:33,038_1_0018_1_j.png,0,images
16:33:33,049_1_0007_1_j.png,0,images
16:33:33,007_1_0019.png,0,images
16:33:33,054_1_0041_1_j.png,0,images
16:33:33,038_0009.png,0,images
16:33:34,005_1_0083.png,0,images
16:33:34,030_0039.png,0,images
16:33:34,002_1_0009_1_j.png,0,images
16:33:34,000_1_0003_1_j.png,0,images
16:33:34,020_1_0001.png,0,images
16:33:34,024_1_0029.png,0,images
16:33:34,005_0032.png,0,images
16:33:34,056_0002.png,0,images
16:33:34,024_0037.png,0,images
16:33:34,011_1_0053_1_j.png,0,images
16:33:34,054_1_0096.png,0,images
16:33:34,055_1_0044.png,0,images
16:33:34,002_0012.png,0,images
16:33:34,055_0008.png,0,images
16:33:34,004_1_0030.png,0,images
16:33:35,016_0020_j.png,0,images
16:33:35,017_1_0042.png,0,images
16:33:35,055_0017_j.png,0,images
16:33:35,001_0005_j.png,0,images
16:33:35,030_0012_j.png,0,images
16:33:35,038_1_0007_1_j.png,0,images
16:33:35,015_0007_j.png,0,images
16:33:35,054_1_0145.png,0,images
16:33:35,041_0006.png,0,images
16:33:35,039_0010.png,0,images
16:33:35,030_1_0006_1_j.png,0,images
16:33:35,050_0022.png,0,images
16:33:35,029_0011.png,0,images
16:33:35,007_1_0016_1_j.png,0,images
16:33:36,030_0037.png,0,images
16:33:36,016_0033.png,0,images
16:33:36,055_0009.png,0,images
16:33:36,030_1_0020.png,0,images
16:33:36,054_1_0001_1_j.png,0,images
16:33:36,054_0057_j.png,0,images
16:33:36,028_1_0086.png,0,images
16:33:36,026_1_0066_1_j.png,0,images
16:33:36,014_0016.png,0,images
16:33:36,003_1_0104.png,0,images
16:33:36,013_1_0009.png,0,images
16:33:36,042_0005_j.png,0,images
16:33:36,003_1_0100.png,0,images
16:33:36,007_1_0004_1_j.png,0,images
16:33:37,027_0007.png,0,images
16:33:37,030_0029.png,0,images
16:33:37,021_1_0004_1_j.png,0,images
16:33:37,054_0011.png,0,images
16:33:37,054_1_0047_1_j.png,0,images
16:33:37,016_1_0026_1_j.png,0,images
16:33:37,057_0001.png,0,images
16:33:37,003_0006.png,0,images
16:33:37,036_0001.png,0,images
16:33:37,004_0033.png,0,images
16:33:37,006_0017.png,0,images
16:33:37,012_1_0011.png,0,images
16:33:37,006_1_0033.png,0,images
16:33:37,006_0013_j.png,0,images
16:33:37,008_1_0001.png,0,images
16:33:38,016_1_0036.png,0,images
16:33:38,015_0007_j.png,0,images
16:33:38,017_1_0024_1_j.png,0,images
16:33:38,011_0042.png,0,images
16:33:38,016_1_0049.png,0,images
16:33:38,030_1_0016.png,0,images
16:33:38,054_0071.png,0,images
16:33:38,042_1_0009.png,0,images
16:33:38,016_0048.png,0,images
16:33:38,013_0013_j.png,0,images
16:33:38,003_1_0023_1_j.png,0,images
16:33:38,003_0120.png,0,images
16:33:38,026_1_0048_1_j.png,0,images
16:33:38,014_0010.png,0,images
16:33:38,011_0026.png,0,images
16:33:39,033_0001.png,0,images
16:33:39,028_0170.png,0,images
16:33:39,054_1_0129.png,0,images
16:33:39,013_1_0004.png,0,images
16:33:39,004_0003.png,0,images
16:33:39,016_0001.png,0,images
16:33:39,028_1_0034.png,0,images
16:33:39,056_1_0018.png,0,images
16:33:39,049_1_0006_1_j.png,0,images
16:33:39,028_0185.png,0,images
16:33:39,003_1_0120.png,0,images
16:33:39,054_0001.png,0,images
16:33:39,054_0009.png,0,images
16:33:39,013_0040.png,0,images
16:33:40,022_1_0004.png,0,images
16:33:40,005_1_0007_1_j.png,0,images
16:33:40,011_1_0039.png,0,images
16:33:40,054_0089.png,0,images
16:33:40,024_1_0045.png,0,images
16:33:40,028_0080.png,0,images
16:33:40,026_1_0011.png,0,images
16:33:40,017_1_0014_1_j.png,0,images
16:33:40,018_1_0003.png,0,images
16:33:40,011_0012.png,0,images
16:33:40,054_0092.png,0,images
16:33:40,007_0022.png,0,images
16:33:40,002_0009_j.png,0,images
16:33:40,054_1_0026.png,0,images
16:33:41,026_1_0056_1_j.png,0,images
16:33:41,054_0114.png,0,images
16:33:41,004_1_0016.png,0,images
16:33:41,003_1_0111.png,0,images
16:33:41,049_0005_j.png,0,images
16:33:41,042_0003.png,0,images
16:33:41,028_0193.png,0,images
16:33:41,054_0113.png,0,images
16:33:41,024_1_0032.png,0,images
16:33:41,043_1_0007_1_j.png,0,images
16:33:41,014_0046.png,0,images
16:33:41,003_1_0014.png,0,images
16:33:41,016_1_0062.png,0,images
16:33:41,031_1_0001.png,0,images
16:33:42,054_0064.png,0,images
16:33:42,014_0056.png,0,images
16:33:42,043_1_0028.png,0,images
16:33:42,017_0029_j.png,0,images
16:33:42,006_0028.png,0,images
16:33:42,016_1_0010.png,0,images
16:33:42,016_1_0011_1_j.png,0,images
16:33:42,002_1_0026.png,0,images
16:33:42,016_0063.png,0,images
16:33:42,002_0005_j.png,0,images
16:33:42,055_0007.png,0,images
16:33:42,054_1_0131.png,0,images
16:33:42,031_1_0004.png,0,images
